PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RUN AREA,PASS ZONE,GN/LS,RESULT,OFF FORM,OFF PLAY,comments,DEF FRONT,S ALIGN,COVERAGE,BLITZ,comments2,QTR,OPP TEAM
129,O,1,10,L,9,Pass,,3,0,Incomplete,DOUBLES,H QK RED ARK,,33,2HI,C1,4L,,,Linfield College
100,O,3,5,M,9,Pass,P-L QB,,4,Scramble,DOUBLES,H QK RED ARK,,32,2HI,C1,,,,Pacific University
85,O,2,10,L,44,Pass,,6,13,Complete,DOUBLES,H QK SEATTLE,,42,2HI,3ROLL,5L,,2,George Fox University
72,O,2,15,L,49,Pass,,,-8,Sack,DOUBLES,H QK SEATTLE,,33,1HI,C3,5O,BO. SCREEN,,Pacific Lutheran University
11,O,1,10,M,-30,Pass,,3,8,Complete,DOUBLES,H QK SEATTLE,,43,2HI,OVER,,,,University of La Verne
99,O,2,5,L,47,Pass,,3,11,Complete,DOUBLES,H QK SEATTLE,,42,1HI,OVER,,,,University of La Verne
142,O,3,15,M,-33,Pass,,,0,Sack,50,H QK VANDAL,,33,0,C1,6I,,,Pacific Lutheran University
101,O,2,9,M,35,Pass,,7,0,Incomplete,BULLET,HAT AIR FORCE,,42,2HI,C2,,,,University of La Verne
50,O,1,10,M,-20,Run,C-R,,0,Rush,BULLET,HAT ARMY,,42,2HI,C3,,,1,George Fox University
198,O,1,10,R,-49,Run,P-L,,7,Rush,BULLET,HAT ARMY,,42,2HI,C4,5I,,4,George Fox University
174,O,2,10,R,-15,Run,P-L,,0,Rush,BULLET,HAT ARMY,,33,2HI,C3,5O,,,Pacific Lutheran University
153,O,1,10,M,-37,Run,P-L,,6,Rush,BULLET,HAT ARMY,,32,2HI,C3,,B2,,Willamette University
109,O,1,10,,-26,Run,,,5,,BULLET,HAT ARMY,,42,2HI,ROBBER,,,,Lewis & Clark College
135,O,2,11,,-44,Run,,,3,,BULLET,HAT ARMY,,42,2HI,C3,,,,Lewis & Clark College
82,O,1,10,,-23,Run,,,2,,BULLET,HAT ARMY,,41,2HI,C2,,,,Linfield College
192,O,1,10,R,47,Run,P-L,,8,Rush,BULLET,HAT ARMY,,43,2HI,C2,,,,Chapman University
56,O,1,10,L,34,Run,P-L,,3,Rush,BULLET,HAT ARMY,,42,1HI,21,,,,University of La Verne
118,O,1,10,L,-14,Run,C-R,,4,Rush,BULLET,HAT ARMY,,42,2HI,C1,,,,Whittier College
119,O,2,6,L,-18,Pass,,3,4,Complete,BULLET,HAT ARMY,,42,0,C1,,,,Whittier College
181,O,1,10,L,11,Pass,,3,-2,Complete,BULLET,HAT ARMY,,42,0,ZERO,,,,Whittier College
216,O,3,4,M,41,Run,C-R,,7,Penalty,BULLET,HAT ARMY,,42,2HI,C2,,,,Whittier College
133,O,1,10,L,-40,Pass,,3,-6,Complete,BULLET,HAT B2,,43,2HI,C4,,,,Whittier College
70,O,1,10,,27,Pass,,,27,TD,BULLET,HAT DBL POSTS,,33,2HI,C2,,,,Lewis & Clark College
136,O,3,8,,-47,Pass,,,14,,BULLET,HAT DBL POSTS FLAG,,42,2HI,ROBBER,,,,Lewis & Clark College
134,O,2,15,R,-34,Pass,,2,18,Complete,BULLET,HAT LARRY,,43,2HI,C2,,,,Whittier College
41,O,2,7,R,-44,Pass,,7,0,Incomplete,DOUBLES,HAWAII,,42,2HI,OVER,4R,,,University of Puget Sound
86,O,3,5,,29,Pass,,,0,,DOUBLES,HAWAII,,42,2HI,C4,,,,Lewis & Clark College
160,O,1,10,,37,Pass,,,0,,TRIO,HAWAII,,42,2HI,C4,,,,Lewis & Clark College
155,O,2,5,L,-31,Pass,,1,4,Complete,DOUBLES,HAWAII,,43,2HI,OVER,,,,Chapman University
108,O,1,10,L,47,Pass,,,-10,Penalty,DOUBLES,IDAHO,,42,2HI,3ROLL,,,2,George Fox University
158,O,3,10,R,22,Pass,,,-15,Penalty,TRIO,IDAHO,,42,2HI,3ROLL,5I,,3,George Fox University
42,O,3,7,R,-44,Pass,,6,11,Complete,TRIO,IDAHO,,33,1HI,ROBBER,,,,University of Puget Sound
59,O,3,6,M,-29,Pass,,,1,Rush,DOUBLES,IDAHO,,41,2HI,C3,,,,University of Puget Sound
96,O,2,2,L,43,Pass,,5,0,Incomplete,DOUBLES,IDAHO,,33,1HI,C3,5O,,,Pacific Lutheran University
157,O,3,11,R,-24,Pass,,,-2,Sack,TRIO,IDAHO,,32,2HI,3ROLL,,,,Linfield College
108,O,1,10,R,-37,Pass,,6,0,Incomplete,TRIO,IDAHO,,33,2HI,C1,5I,,,Pacific University
133,O,3,8,M,-33,Pass,,1,29,Complete,TRIO,IDAHO,,33,2HI,2MAN,5I,,,Pacific University
127,O,3,8,R,50,Pass,,3,9,Complete,DOUBLES,IDAHO,,32,UMBRELLA,OVER,,,,Willamette University
8,O,3,10,,45,Pass,,,12,,TRIO,IDAHO,,41,2HI,24,,,,Lewis & Clark College
115,O,4,9,,31,Pass,,,23,,50,IDAHO,,32,2HI,2MAN,,,,Linfield College
55,O,2,6,M,-32,Pass,,6,0,Incomplete,TRIO,IDAHO,,42,2HI,C2,,,,Chapman University
88,O,1,10,R,-13,Pass,,3,6,Complete,TEXAS,IDAHO,,42,2HI,C2,,,,Chapman University
129,O,3,7,R,46,Pass,,6,0,Incomplete,DOUBLES,IDAHO,,33,1HI,C3,5R,,,Chapman University
159,O,3,7,L,-41,Pass,,4,0,Incomplete,TRIO,IDAHO,,41,1HI,C3,5L,,,Chapman University
2,O,1,10,L,-26,Pass,B-R QB,,-1,Scramble,TRIO,IDAHO,,42,1HI,21,,,,University of La Verne
15,O,2,6,L,50,Pass,C-L,,10,Penalty,TRIO,IDAHO,,42,1HI,OVER,,,,University of La Verne
36,O,3,6,L,-40,Pass,,8,37,Complete,TRIO,IDAHO,,42,2HI,3ROLL,,,,University of La Verne
50,O,3,7,L,-40,Pass,,2,9,Complete,TEXAS,IDAHO,,41,1HI,C1,,,,University of La Verne
102,O,3,9,M,35,Pass,,4,13,Penalty,TRIO,IDAHO,,41,2HI,2MAN,,,,University of La Verne
141,O,3,10,R,45,Pass,,,-10,Sack,TRIO,IDAHO,,42,1HI,24,,,,University of La Verne
191,O,1,32,R,-24,Pass,,3,8,Complete,TRIO,IDAHO,,42,1HI,3ROLL,,,,University of La Verne
35,O,2,8,R,-41,Pass,,5,19,Complete,TRIO,IDAHO,,42,2HI,C4,,,,Whittier College
86,O,3,15,L,35,Pass,,4,11,Complete,DOUBLES,IDAHO,,41,2HI,2MAN,,,,Whittier College
4,O,3,6,L,-45,Pass,,5,23,Complete,DOUBLES,INDY,,33,2HI,C1,4I,?,,Pacific University
31,O,2,6,R,24,Pass,P-R QB,,19,Scramble,DOUBLES,INDY,,33,2HI,2MAN,4I,,,Pacific University
92,O,3,7,R,-38,Pass,,2,0,Incomplete,DOUBLES,INDY,,33,2HI,2MAN,4I,,,Pacific University
2,O,1,10,L,-10,Pass,,,-9,Sack,DOUBLES,INDY,,32,2HI,OVER,,,,Willamette University
53,O,2,9,R,33,Pass,,,3,Scramble,DOUBLES,INDY,,33,2HI,OVER,4I,,,Willamette University
83,O,2,11,M,-21,Pass,,1,4,Complete,DOUBLES,JAZZ,,32,0,C1,,,,Linfield College
108,O,2,10,M,42,Pass,,2,0,Incomplete,DOUBLES,JAZZ,,41,2HI,2MAN,,,,Linfield College
30,O,1,15,,-46,Pass,,,3,,TRIO,LAKE RANDY,,33,2HI,C3,4L,,,Linfield College
188,O,2,5,,-49,Pass,,,2,,TRIO,LAKE RANDY,,42,2HI,C3,,,,Linfield College
90,O,1,10,R,46,Pass,,3,0,Complete,DOUBLES,LAKE RITA,,42,2HI,C4,,,,University of Puget Sound
3,O,1,20,L,-11,Pass,,3,2,Complete,DOUBLES,LAKE RITA,,33,1HI,C3,5L,,,Pacific Lutheran University
54,O,1,10,R,-25,Pass,,1,9,Complete,DOUBLES,LAKE RITA,,42,2HI,C2,,,,Linfield College
144,O,1,10,R,-20,Pass,,1,-2,Complete,DOUBLES,LAKE RITA,,33,2HI,C2,4I,,,Linfield College
179,O,2,14,R,-16,Pass,,1,3,Complete,DOUBLES,LAKE RITA,,33,2HI,C2,,,,Linfield College
49,O,2,17,L,-30,Pass,,1,10,Complete,TEXAS,LAKE RITA,,42,2HI,C4,,?,,University of La Verne
65,O,2,2,L,20,Pass,,3,3,Complete,TEXAS,LAKE RITA,,42,0,ZERO,6I,,,University of La Verne
105,O,1,10,R,-43,Pass,,3,4,Complete,TRIO,LAKE SALLY,,42,2HI,3ROLL,4L,,2,George Fox University
201,O,2,8,R,18,Pass,,1,0,Complete,TRIO,LAKE SALLY,,42,2HI,C4,,,4,George Fox University
142,O,3,8,L,30,Pass,,1,10,Complete,TRIO,LARRY,,42,UMBRELLA,C4,,,,Willamette University
43,O,2,10,L,24,Pass,,1,0,Incomplete,TRIO,LARRY,,42,2HI,3ROLL,,,,Chapman University
57,O,2,10,R,-36,Pass,,2,0,Complete,DOUBLES,LEROY,,42,2HI,C2,,,,Linfield College
130,O,2,10,L,9,Pass,,,-15,Fumble,DOUBLES,LEROY,,42,2HI,C1,5I,,,Linfield College
16,O,1,10,L,25,Pass,,1,0,Incomplete,TRIO,LIGHTNING,,42,1HI,C3,,,,University of La Verne
57,O,2,7,L,31,Pass,,1,5,Complete,TRIO,LIGHTNING,,42,1HI,,,?,,University of La Verne
97,O,3,2,R,24,Run,P-L QB,,10,Rush,DOUBLES,LION,,33,2HI,ZERO,,,,Pacific University
145,O,3,5,L,15,Run,P-L,,4,Rush,TRIO,LION,,33,0,ZERO,4L,,,Willamette University
16,O,1,10,L,31,Pass,,7,31,TD,TRIO,LVILLE,EXP,42,2HI,C3,,,1,George Fox University
202,O,3,8,L,18,Run,,,-10,Penalty,TRIO,LVILLE,,41,2HI,C2,4R,,4,George Fox University
72,O,1,10,L,22,Pass,,7,0,Incomplete,TRIO,LVILLE,,42,2HI,C4,,,,Chapman University
24,O,2,10,L,17,Pass,4,,13,Complete,DOUBLES,MONTANA,,32,2HI,C4,,,,University of Puget Sound
5,O,1,10,R,34,Pass,,3,5,Complete,DOUBLES,NITRO,,42,2HI,3ROLL,,,1,George Fox University
7,O,1,1,L,3,Run,P-L,,1,Rush,DOUBLES,NITRO,,51,0,OVER,,,1,George Fox University
67,O,1,10,L,-32,Pass,,1,7,Complete,DOUBLES,NITRO,,33,2HI,C4,4R,,2,George Fox University
80,O,1,10,M,-36,Pass,,1,5,Complete,DOUBLES,NITRO,,33,2HI,C4,4R,,2,George Fox University
83,O,1,10,L,44,,,,0,Timeout,DOUBLES,NITRO,,33,2HI,,,,2,George Fox University
86,O,1,10,R,31,Pass,,3,4,Complete,DOUBLES,NITRO,,33,2HI,,,?,2,George Fox University
122,O,1,10,M,29,Pass,,1,5,Complete,DOUBLES,NITRO,,33,2HI,C4,4R,,3,George Fox University
154,O,1,10,R,33,Run,P-L,,11,Rush,DOUBLES,NITRO,,33,2HI,C4,4L,,3,George Fox University
200,O,1,10,R,20,Run,P-L,,2,Rush,DOUBLES,NITRO,,42,2HI,3ROLL,,,4,George Fox University
2,O,1,10,L,49,Run,P-L,,7,Rush,DOUBLES,NITRO,,32,2HI,C4,,,,University of Puget Sound
17,O,1,10,R,-40,Run,P-L,,7,Rush,DOUBLES,NITRO,,33,2HI,C4,,,,University of Puget Sound
18,O,2,3,R,-47,Run,P-L,,4,Rush,DOUBLES,NITRO,,33,2HI,C4,,,,University of Puget Sound
34,O,1,10,L,30,Run,P-L,,4,Rush,DOUBLES,NITRO,,42,2HI,C3,,,,University of Puget Sound
37,O,1,10,L,10,Run,C-R,,0,Rush,DOUBLES,NITRO,,42,2HI,C4,,,,University of Puget Sound
78,O,,,R,,Run,,,,,DOUBLES,NITRO,,,,,,,,University of Puget Sound
46,O,1,10,R,33,Run,P-L,,2,Rush,DOUBLES,NITRO,,,2HI,,,,,University of Puget Sound
67,O,2,1,M,42,Run,P-L,,3,Rush,DOUBLES,NITRO,,41,2HI,C4,,,,University of Puget Sound
36,O,1,10,L,2,Run,P-L,,2,"Rush, TD",TRIO,NITRO,,51,1HI,C1,6I,,,Pacific Lutheran University
49,O,1,10,R,-46,Run,P-L,,3,Rush,TRIO,NITRO,,33,1HI,C3,5I,,,Pacific Lutheran University
60,O,2,4,R,33,Run,P-L,,3,Rush,TRIO,NITRO,,33,1HI,ZERO,6I,,,Pacific Lutheran University
28,O,1,10,R,47,Pass,,3,6,Complete,TRIO,NITRO,,33,1HI,C2,,20,,Pacific University
90,O,1,10,R,-35,Run,P-R,,3,Rush,TRIO,NITRO,,33,1HI,21,,,,Pacific University
55,O,1,10,R,24,Pass,,3,0,Incomplete,TRIO,NITRO,,32,2HI,C3,,,,Willamette University
110,O,3,2,M,-47,Run,P-L,,3,Rush,TRIO,NITRO,,33,0,OVER,4R,,,Willamette University
128,O,1,10,R,41,Run,C-R,,6,Rush,TRIO,NITRO,,32,2HI,OVER,,,,Willamette University
9,O,1,10,,33,Run,,,6,,TRIO,NITRO,,33,2HI,C2,,,,Lewis & Clark College
5,O,1,10,,47,Pass,,,-1,Complete,DOUBLES,NITRO,,42,2HI,C2,,LEAD QB ISO,,Linfield College
8,O,1,10,L,-20,Run,P-L,,3,Rush,DOUBLES,NITRO,,42,2HI,24,,,,Chapman University
21,O,2,1,R,-34,Pass,,3,6,Complete,DOUBLES,NITRO,,43,2HI,21,,,,Chapman University
27,O,1,5,M,5,Pass,,1,0,Complete,DOUBLES,NITRO,,34,0,OVER,,,,Chapman University
68,O,1,10,R,-29,Run,C-R,,1,Rush,DOUBLES,NITRO,,33,2HI,C2,,,,Chapman University
141,O,1,10,L,-41,Run,P-L,,2,Rush,DOUBLES,NITRO,,42,2HI,21,,,,Chapman University
13,O,3,1,M,-39,Pass,,1,7,Complete,TRIO,NITRO,,42,1HI,C3,,,,University of La Verne
18,O,1,5,L,5,Run,C-R,,5,TD,TRIO,NITRO,,42,0,ZERO,,,,University of La Verne
32,O,2,3,L,-32,Pass,,1,2,Complete,TRIO,NITRO,,43,2HI,C2,,,,University of La Verne
37,O,1,10,R,23,Run,C-R,,4,Rush,TRIO,NITRO,,42,1HI,ZERO,,,,University of La Verne
51,O,1,10,R,-49,Pass,,3,4,Complete,TRIO,NITRO,,42,0,C3,,,,University of La Verne
80,O,1,10,L,23,Run,P-L,,3,Rush,TRIO,NITRO,,42,1HI,C4,,,,University of La Verne
168,O,2,3,L,20,Run,P-L,,6,Rush,TRIO,NITRO,,42,1HI,C4,,,,University of La Verne
8,O,2,2,R,31,Run,C-R,,0,Rush,DOUBLES,NITRO,,42,2HI,C4,,,,Whittier College
34,O,1,10,L,-39,Run,P-R,,2,Rush,DOUBLES,NITRO,,41,2HI,C1,,,,Whittier College
36,O,1,10,R,40,Pass,,1,1,Complete,DOUBLES,NITRO,,,2HI,ZERO,,,,Whittier College
137,O,3,1,R,39,Run,P-L,,14,Rush,DOUBLES,NITRO,,42,2HI,C4,5I,,,Whittier College
138,O,1,10,R,25,Run,P-L,,2,Rush,DOUBLES,NITRO,,42,2HI,OVER,,,,Whittier College
142,O,1,10,L,13,Run,P-L,,2,Rush,DOUBLES,NITRO,,42,0,OVER,,,,Whittier College
3,O,2,6,L,-44,Pass,,3,5,Complete,DOUBLES,OMAHA,,33,2HI,C4,4I,,1,George Fox University
44,O,2,6,R,41,Pass,,9,0,Incomplete,DOUBLES,OMAHA,,70,0,OVER,,,,University of Puget Sound
178,O,2,9,L,-26,Pass,,1,6,Complete,DOUBLES,OMAHA,,42,2HI,24,,,,Chapman University
128,O,3,4,L,29,Pass,,2,20,Complete,TRIO,OMAHO YO,,33,2HI,ROBBER,4I,,,Linfield College
17,O,2,11,L,-18,,,,5,Penalty,50,ORANGE,,33,,,,,,Pacific Lutheran University
9,O,3,11,M,39,Pass,,6,15,Complete,50,ORCO,,32,1HI,C3,,,,University of Puget Sound
38,O,2,10,L,10,Pass,,4,0,Incomplete,DOUBLES,ORCO,,42,2HI,C2,,,,University of Puget Sound
88,O,3,6,L,-30,Pass,,,3,Penalty,50,ORCO,,31,UMBRELLA,PREVENT,,,,Willamette University
126,O,2,8,R,50,Pass,,1,0,Incomplete,50,ORCO,,32,2HI,C3,4I,,,Willamette University
167,O,2,5,,8,Pass,,,0,,DOUBLES,ORCO,,42,0,OVER,,,,Lewis & Clark College
96,O,2,7,,-23,Pass,,,19,,50,ORCO,,32,2HI,24,,,,Linfield College
127,O,2,10,,-29,Pass,,,0,,50,ORCO,,32,2HI,2MAN,4L,,,Linfield College
29,O,3,5,L,5,Pass,,6,0,Incomplete,50,ORCO,,42,0,ZERO,6I,,,Chapman University
144,O,2,8,R,43,Pass,,1,13,Complete,DOUBLES,ORCO,,42,2HI,C4,,,,Chapman University
157,O,2,8,L,-28,Pass,,1,,"Interception, Def TD",50,ORCO,,42,2HI,C4,,,,University of La Verne
144,O,3,8,L,11,Pass,,4,11,TD,50,ORCO,,41,0,2MAN,,,,Whittier College
43,O,2,5,L,46,Pass,,8,0,Incomplete,DOUBLES,ORCO POST,,33,2HI,C2,,,,Pacific University
116,O,1,10,L,-19,Pass,,3,4,Complete,TRIO,ORE YO,,42,1HI,C4,,,,Chapman University
19,O,1,10,M,-34,Pass,B-R QB,,9,Scramble,TRIO,ORE YO,,41,2HI,2MAN,,,,Whittier College
75,O,3,5,M,-37,Pass,,6,0,Incomplete,TEXAS,ORE YO X POST,,32,2HI,3ROLL,,,,Linfield College
203,O,3,18,L,28,Pass,,1,18,Complete,DOUBLES,OREGON,EXP,42,2HI,C4,5I,,4,George Fox University
14,O,1,10,R,-6,Pass,,3,9,Complete,BULLET,OREGON,,34,1HI,C3,,,,University of Puget Sound
29,O,2,4,R,41,Pass,,6,13,Complete,DOUBLES,OREGON,,33,1HI,C1,,,,Pacific University
196,O,3,4,R,8,Pass,,6,0,Incomplete,DEUCE,OREGON,,43,0,ZERO,6I,,,Pacific University
111,O,3,2,,-34,Pass,,,5,,DOUBLES,OREGON,,42,2HI,C2,,,,Lewis & Clark College
131,O,2,6,,-22,Pass,,,-11,Penalty,ACE,OREGON,,42,2HI,C4,,,,Lewis & Clark College
79,O,3,3,L,-27,Pass,,4,50,Complete,DOUBLES,OREGON,,42,2HI,C2,,,,University of La Verne
96,O,1,10,L,-33,Pass,,1,7,Complete,DOUBLES,OREGON,,43,2HI,C4,,,,University of La Verne
104,O,1,15,L,16,Pass,,1,6,Complete,DOUBLES,OREGON,,42,2HI,C4,,,,University of La Verne
138,O,2,10,R,-44,Pass,,3,11,Complete,DOUBLES,OREGON,,43,2HI,C4,,,,University of La Verne
9,O,3,2,M,31,Pass,,3,0,Incomplete,DOUBLES,OREGON,,43,2HI,ZERO,7,,,Whittier College
123,O,3,3,R,-34,Pass,,3,0,Incomplete,DOUBLES,OREGON,,42,2HI,2MAN,,,,Whittier College
169,O,2,6,R,48,Pass,B-L QB,,4,Scramble,DEUCE,OREGON,,42,2HI,OVER,,,,Whittier College
170,O,3,2,L,44,Pass,,1,3,Complete,DOUBLES,OREGON,,42,2HI,C2,,20,,Whittier College
35,O,3,5,R,-34,Pass,,3,0,Incomplete,TRIO,OREGON BAMA,,42,2HI,C3,,,,Linfield College
27,O,2,11,L,-29,Pass,B-L QB,,9,Scramble,DOUBLES,PAPER,,41,2HI,OVER,,,,University of Puget Sound
32,O,2,4,L,48,Pass,,9,0,Incomplete,DOUBLES,PAPER,,33,1HI,C3,5I,,,Pacific Lutheran University
5,O,2,3,M,39,Run,P-L,,5,Rush,DOUBLES,PLUM,,42,2HI,C2,,PINBALL,,Linfield College
166,O,3,2,M,-33,Run,,,-2,Rush,DOUBLES,PLUM,,42,2HI,C3,,,,Linfield College
99,O,2,5,M,9,Run,P-L,,0,Rush,DOUBLES,PLUM,,32,2HI,ZERO,5R,,,Pacific University
113,O,1,2,L,2,Pass,,,1,Penalty,DOUBLES,PLUM,,34,,,,,,Pacific University
101,O,2,8,L,13,Pass,,4,13,"Complete, TD",BULLET,POP 88 BRONCO,,34,0,OVER,4L,,,Willamette University
12,O,3,2,R,16,Pass,,5,0,Incomplete,TRIO,POP 88 VIRGINIA,,61,0,OVER,,,,University of Puget Sound
14,O,1,10,R,42,Pass,,1,9,Complete,TRIO,POP 89 C3,,33,2HI,3ROLL,4L,,1,George Fox University
141,O,2,8,L,30,Pass,,4,0,Incomplete,BULLET,POP 89 OREGON,,33,2HI,C3,,,,Willamette University
31,O,2,9,L,-44,Pass,,1,0,Incomplete,TRIO,POP 89 VIRGINIA,,42,1HI,C3,,,,University of Puget Sound
32,O,3,9,L,-44,Pass,,,0,Timeout,TRIO,POP 89 VIRGINIA,,,,,,,,University of Puget Sound
77,O,1,10,L,-20,Pass,,3,5,Complete,50,PORTLAND,,42,2HI,OVER,,,,University of La Verne
105,O,2,9,L,10,Pass,,1,0,Incomplete,50,PORTLAND,,42,0,OVER,,,,University of La Verne
182,O,2,9,L,39,Run,B-R QB,,15,Rush,DEUCE,QB BOOT,,52,2HI,OVER,,,,Willamette University
157,O,3,3,R,45,Run,P-R QB,,0,Rush,DOUBLES,RAM,,43,2HI,ZERO,5R,,,Willamette University
178,O,4,1,,-30,Run,,,0,,TRIO,RAM,,42,2HI,C2,,,,Linfield College
56,O,2,10,R,-34,Pass,,3,0,Complete,TRIO,RANDY,,42,1HI,ROBBER,,,,University of Puget Sound
157,O,2,15,R,-49,Pass,,3,0,Incomplete,TRIO,RANDY,,32,2HI,2MAN,4L,,,Pacific University
61,O,2,15,R,-30,Pass,,3,19,Complete,TRIO,RANDY,,42,2HI,C4,,,,Whittier College
174,O,3,23,R,-46,Pass,,3,12,Complete,TRIO,RANDY,,41,2HI,3ROLL,,,,Whittier College
140,O,2,5,,19,Pass,,,0,,DEUCE,RED VANDAL,,42,2HI,C4,,,,Lewis & Clark College
48,O,1,10,R,-14,Pass,,7,32,Complete,TRIO,REPLACE,,33,1HI,C3,,,,Pacific Lutheran University
93,O,1,10,L,-30,Pass,,1,0,Incomplete,TRIO,REPLACE,,33,1HI,C3,5L,,,Pacific Lutheran University
56,O,3,6,M,-32,Pass,,3,0,Incomplete,TRIO,REPLACE,,42,2HI,3ROLL,,,,Chapman University
4,O,3,9,R,-27,Pass,,3,6,Complete,TRIO,REPLACE,,42,1HI,C1,5L,,,University of La Verne
112,O,1,10,L,46,Pass,,3,30,Complete,TRIO,REPLACE,,42,1HI,3ROLL,,,,University of La Verne
165,O,2,10,L,37,Pass,,3,5,Complete,TRIO,REPLACE,,42,1HI,21,,,,University of La Verne
3,O,2,8,,-27,Pass,,,15,,TRIO,REPLACE B3,,42,2HI,21,5I,,,Linfield College
166,O,1,10,,-45,Pass,,,5,Scramble,TRIO,REPLACE B3,,33,2HI,C3,,,,Linfield College
3,O,2,11,L,-24,Pass,,1,30,Complete,TRIO,REPLACE MIAMI,,42,2HI,2MAN,,DALLAS,,Linfield College
119,O,1,10,R,-20,Pass,,3,4,Complete,TRIO,REPLACE MIAMI,,42,2HI,2MAN,,,,Linfield College
41,O,1,10,L,-20,Pass,,7,29,Complete,TRIO,REPLACE MIAMI,,33,2HI,2MAN,,,,Pacific University
130,O,3,4,R,35,Pass,,3,5,Complete,TRIO,REPLACE PORTLAND,,42,2HI,C2,,,,Willamette University
45,O,3,6,R,41,Pass,,3,8,Complete,DOUBLES,RICKY,,32,1HI,C1,5R,,,University of Puget Sound
89,O,3,19,R,28,Pass,,3,0,Incomplete,DOUBLES,RICKY,,42,2HI,C4,,,,University of Puget Sound
18,O,2,6,L,-23,Pass,,2,8,Complete,50,RICKY,,33,1HI,C3,5R,,,Pacific Lutheran University
192,O,3,10,,39,Pass,,,2,,50,RICKY,,42,2HI,C4,,,,Linfield College
128,O,2,7,R,46,Pass,,2,0,Incomplete,BULLET,RICKY,,42,2HI,,5R,?,,Chapman University
8,O,3,7,L,31,Pass,,2,1,Complete,DEUCE,RIVER DUCKS,,33,1HI,C3,,,,Linfield College
125,O,,,L,-20,Pass,,3,18,Complete,DOUBLES,RIVER LISA,,33,1HI,C3,5O,,,Pacific Lutheran University
7,O,2,7,L,31,Pass,,3,0,Incomplete,DEUCE,RIVER LISA,,51,1HI,C1,5R,,,Linfield College
37,O,2,6,,-38,Pass,,,12,,DOUBLES,RIVER LISA,,33,2HI,C2,4I,,,Lewis & Clark College
113,O,2,10,,-39,Pass,,,12,,DOUBLES,RIVER LISA,,42,2HI,C2,,,,Lewis & Clark College
24,O,2,5,R,41,Pass,,3,9,Complete,DOUBLES,RIVER LISA,,42,2HI,C4,,,,Chapman University
74,O,1,8,R,8,Pass,,1,3,Complete,DOUBLES,RIVER LISA,,33,0,OVER,,,,Chapman University
139,O,2,8,M,-29,Pass,,1,3,Complete,DOUBLES,RIVER LISA,,34,2HI,C4,,,,Chapman University
140,O,2,10,R,45,Pass,,3,0,Incomplete,TEXAS,RIVER LISA,,42,2HI,,,?,,University of La Verne
190,O,1,17,R,-39,Pass,,,-15,Penalty,TEXAS,RIVER LISA,,42,2HI,C4,,,,University of La Verne
89,O,2,10,L,19,Pass,,1,19,TD,DOUBLES,RIVER LISA,,42,0,ZERO,6I,,,Whittier College
148,O,1,10,M,23,Pass,,1,0,Incomplete,DOUBLES,RIVER LISA,,42,1HI,C1,,,,Whittier College
27,O,2,5,L,36,Pass,,1,14,Complete,TRIO,RIVER SALLY,,42,2HI,C4,5L,,1,George Fox University
101,O,1,10,L,-12,Pass,,3,9,Complete,DOUBLES,ROCK,,42,2HI,3ROLL,,,2,George Fox University
123,O,2,5,L,24,Pass,,3,0,Incomplete,DOUBLES,ROCK,,42,2HI,3ROLL,,,3,George Fox University
188,O,2,10,M,-30,Run,P-L,,4,Rush,DOUBLES,ROCK,,42,2HI,C4,,,4,George Fox University
21,O,3,9,L,48,Run,P-R,,13,Rush,DOUBLES,ROCK,,33,2HI,C1,,,,University of Puget Sound
68,O,1,10,M,39,Run,P-L,,2,Rush,DOUBLES,ROCK,,42,2HI,C4,,,,University of Puget Sound
29,O,1,10,L,-25,Run,P-L,,2,Rush,DOUBLES,ROCK,,33,1HI,C3,5R,,,Pacific Lutheran University
190,O,3,5,M,-41,Run,B-R QB,,-3,Rush,DOUBLES,ROCK,,51,1HI,C3,6I,,,Pacific Lutheran University
114,O,1,1,L,1,Run,C-R,,-1,Rush,DOUBLES,ROCK,,34,0,ZERO,5R,,,Pacific University
23,O,1,10,L,17,Run,P-R,,0,Rush,DOUBLES,SCISSORS,,32,2HI,OVER,,,,University of Puget Sound
172,O,3,3,M,26,Run,B-R,,-5,Rush,DOUBLES,SCISSORS,,43,2HI,C1,5R,,,Linfield College
47,O,3,10,L,49,Pass,,3,5,Complete,TRIO,SEAHAWK,,32,UMBRELLA,C3,,,,Willamette University
89,O,1,10,L,-33,Pass,B-L QB,,-3,Scramble,50,SEAHAWK,,31,UMBRELLA,C3,4I,,,Willamette University
115,O,2,3,,42,Pass,,,11,,TRIO,SEAHAWK,,42,2HI,ROBBER,,,,Lewis & Clark College
32,O,3,12,,-49,Pass,,,22,,TRIO,SEAHAWK,,32,2HI,2MAN,4R,,,Linfield College
152,O,2,10,,34,Pass,,,7,Scramble,TRIO,SEAHAWK,,42,2HI,C3,,,,Linfield College
177,O,3,12,,-19,Pass,,,11,Scramble,TRIO,SEAHAWK,,42,2HI,2MAN,,,,Linfield College
30,O,2,18,L,30,Pass,,,-3,Sack,TRIO,SEATTLE,,33,2HI,3ROLL,4I,,1,George Fox University
6,O,2,11,,48,Pass,,,0,,TRIO,SHAKE B3,,41,2HI,21,5R,,,Linfield College
62,O,1,10,L,40,Run,C-L,,7,Rush,DEUCE,SLICE EVEN,,42,1HI,C1,,,,University of Puget Sound
